Brand,Model_Name,CC,BHP,Mileage,Price,Type,Weight,Rating
QJ-Motor,QJ Motor SRC 250,249,17.16,,"₹ 1,49,020",Petrol,163,4.5
QJ-Motor,QJ Motor SRC 500,480,25.15,,"₹ 1,99,026",Petrol,205,4.3
QJ-Motor,QJ Motor SRV 300,296,29.88,,"₹ 3,19,000",Petrol,164,4.4
Quantum-Energy,Quantum Energy Milan,0,,100,"₹ 80,003",EV,86,
Quantum-Energy,Quantum Energy Plasma,0,,100,"₹ 89,095",EV,98,
Quantum-Energy,Quantum Energy Bziness,0,,105,"₹ 95,009",EV,104,5
Revolt,Revolt RV400,0,,150,"₹ 1,42,934",EV,108,4
Revolt,Revolt RV1,0,,100,"₹ 94,983",EV,108,4.4
Revolt,Revolt RV BlazeX,0,,150,"₹ 1,24,990",EV,113,5
River,River Indie,0,,161,"₹ 1,43,001",EV,143,4.5
Simple-Energy,Simple Energy One,0,,181,"₹ 1,39,999",EV,,4.4
Ultraviolette,Ultraviolette Tesseract,0,,162,"₹ 1,45,000",EV,,4.8
Ultraviolette,Ultraviolette F77 Mach 2,0,,211,"₹ 2,99,000",EV,197,4.6
Ultraviolette,Ultraviolette Shockwave,0,,165,"₹ 1,50,000",EV,120,4.8
Ultraviolette,Ultraviolette F77 SuperStreet,0,,211,"₹ 2,99,000",EV,197,5
Vespa,Vespa 125,124.45,9.3,,"₹ 1,33,953",Petrol,115,4.3
Vespa,Vespa VXL 125,124.45,9.65,40,"₹ 1,31,952",Petrol,115,3.5
Vespa,Vespa SXL 125,124.45,9.65,40,"₹ 1,35,827",Petrol,115,4
Vespa,Vespa SXL 150,149.5,10.64,35,"₹ 1,49,834",Petrol,115,4.2
Vespa,Vespa VXL 150,149.5,10.64,41,"₹ 1,45,376",Petrol,115,4.4
Vespa,Vespa ZX 125,124.45,9.65,,"₹ 1,17,762",Petrol,115,4.4
Vespa,Vespa 150,149.5,11.2,,"₹ 1,48,939",Petrol,115,
Vespa,Vespa S 125,124.45,9.3,,"₹ 1,37,834",Petrol,115,
Vespa,Vespa S 150,149.5,11.2,,"₹ 1,51,784",Petrol,115,
VIDA,VIDA V2,0,,94,"₹ 85,858",EV,116,4.3
Yezdi,Yezdi Adventure,334,29.16,34.5,"₹ 2,17,101",Petrol,187,4.8
Yezdi,Yezdi Roadster,334,29.23,28,"₹ 2,09,902",Petrol,194,4.3
Yezdi,Yezdi Adventure [2024],334,29.6,30,"₹ 2,17,876",Petrol,187,4.7
Yezdi,Yezdi Scrambler,334,28.7,26,"₹ 2,14,258",Petrol,192,3.9
Yo,Yo Drift,0,,60,"₹ 64,991",EV,59,3.6
Yo,Yo Edge,0,,60,"₹ 61,991",EV,59,4.1
Zontes,Zontes 350T,348,38.2,,"₹ 2,99,000",Petrol,196,4.7
Zontes,Zontes 350R,348,38.2,35,"₹ 2,79,000",Petrol,180,4.6
Zontes,Zontes 350X,348,38.2,,"₹ 2,99,000",Petrol,185,4.4
Zontes,Zontes GK350,348,38.2,,"₹ 3,47,000",Petrol,188,4.6
